Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum
2022,Viet Nam,VNM,Monaco,MCO,7,0
2022,Viet Nam,VNM,Rep. of Moldova,MDA,81,8
2022,Viet Nam,VNM,Netherlands (Kingdom of the),NLD,27,6
2022,Viet Nam,VNM,Norway,NOR,38,0
2022,Viet Nam,VNM,New Zealand,NZL,7,5
2022,Viet Nam,VNM,Philippines,PHL,19,7
2022,Viet Nam,VNM,Poland,POL,110,5
2022,Viet Nam,VNM,Russian Federation,RUS,5,0
2022,Viet Nam,VNM,Spain,ESP,13,25
2022,Viet Nam,VNM,Slovakia,SVK,25,0
2022,Viet Nam,VNM,Sweden,SWE,36,42
2022,Viet Nam,VNM,Switzerland,CHE,779,0
2022,Viet Nam,VNM,Thailand,THA,969,410
2022,Viet Nam,VNM,Trinidad and Tobago,TTO,0,7
2022,Viet Nam,VNM,Ukraine,UKR,6,13
2022,Viet Nam,VNM,United States of America,USA,448,1638
2022,Viet Nam,VNM,Yemen,YEM,15,0
2022,South Sudan,SSD,Egypt,EGY,21309,3037
2022,South Sudan,SSD,Australia,AUS,28,32
2022,South Sudan,SSD,Austria,AUT,6,0
2022,South Sudan,SSD,Belgium,BEL,27,30
2022,South Sudan,SSD,Botswana,BWA,5,0
2022,South Sudan,SSD,Canada,CAN,19,17
2022,South Sudan,SSD,Central African Rep.,CAF,2665,0
2022,South Sudan,SSD,Chad,TCD,25,0
2022,South Sudan,SSD,Cameroon,CMR,5,7
2022,South Sudan,SSD,Dem. Rep. of the Congo,COD,55829,210
2022,South Sudan,SSD,Eritrea,ERI,5,0
2022,South Sudan,SSD,Ethiopia,ETH,409422,202
2022,South Sudan,SSD,Finland,FIN,8,0
2022,South Sudan,SSD,France,FRA,267,45
2022,South Sudan,SSD,United Kingdom of Great Britain and Northern Ireland,GBR,125,240
2022,South Sudan,SSD,Germany,DEU,111,57
2022,South Sudan,SSD,Ghana,GHA,7,5
2022,South Sudan,SSD,Greece,GRC,61,14
2022,South Sudan,SSD,Iceland,ISL,5,0
2022,South Sudan,SSD,India,IND,5,105
2022,South Sudan,SSD,Ireland,IRL,6,0
2022,South Sudan,SSD,Iraq,IRQ,0,15
2022,South Sudan,SSD,Israel,ISR,72,52
2022,South Sudan,SSD,Italy,ITA,0,65
2022,South Sudan,SSD,Jordan,JOR,11,7
2022,South Sudan,SSD,Kenya,KEN,153289,94
2022,South Sudan,SSD,Liberia,LBR,5,0
2022,South Sudan,SSD,Libya,LBY,5,414
2022,South Sudan,SSD,Lebanon,LBN,35,0
2022,South Sudan,SSD,Lithuania,LTU,7,0
2022,South Sudan,SSD,Luxembourg,LUX,0,5
2022,South Sudan,SSD,Malaysia,MYS,43,18
2022,South Sudan,SSD,Malawi,MWI,5,0
2022,South Sudan,SSD,Morocco,MAR,48,316
2022,South Sudan,SSD,Mozambique,MOZ,0,5
2022,South Sudan,SSD,Malta,MLT,22,20
2022,South Sudan,SSD,Namibia,NAM,0,5
2022,South Sudan,SSD,Netherlands (Kingdom of the),NLD,0,15
2022,South Sudan,SSD,Niger,NER,11,18
2022,South Sudan,SSD,Norway,NOR,49,0
2022,South Sudan,SSD,Portugal,PRT,33,0
2022,South Sudan,SSD,Rwanda,RWA,18,5
2022,South Sudan,SSD,Spain,ESP,5,10
2022,South Sudan,SSD,Sudan,SDN,796831,0
2022,South Sudan,SSD,Sweden,SWE,64,0
2022,South Sudan,SSD,Switzerland,CHE,91,5
2022,South Sudan,SSD,Syrian Arab Rep.,SYR,76,0
2022,South Sudan,SSD,United Rep. of Tanzania,TZA,6,5
2022,South Sudan,SSD,Tunisia,TUN,6,13
2022,South Sudan,SSD,Uganda,UGA,854242,28
2022,South Sudan,SSD,United States of America,USA,56,87
2022,South Sudan,SSD,Zambia,ZMB,5,0
2022,South Sudan,SSD,Zimbabwe,ZWE,8,25
2022,Stateless,XXA,Egypt,EGY,5,0
2022,Stateless,XXA,Australia,AUS,4062,1704
2022,Stateless,XXA,Austria,AUT,1972,0
2022,Stateless,XXA,Belgium,BEL,952,5
2022,Stateless,XXA,Bulgaria,BGR,1024,65
2022,Stateless,XXA,Canada,CAN,442,317
2022,Stateless,XXA,Cyprus,CYP,76,0
2022,Stateless,XXA,Czechia,CZE,61,7
2022,Stateless,XXA,Denmark,DNK,2890,89
2022,Stateless,XXA,Estonia,EST,10,0
2022,Stateless,XXA,Finland,FIN,403,30
2022,Stateless,XXA,France,FRA,1799,386
2022,Stateless,XXA,United Kingdom of Great Britain and Northern Ireland,GBR,3183,1894
2022,Stateless,XXA,Germany,DEU,9162,530
2022,Stateless,XXA,Greece,GRC,823,22
2022,Stateless,XXA,Croatia,HRV,11,0
2022,Stateless,XXA,Hungary,HUN,61,0
2022,Stateless,XXA,Iceland,ISL,22,0
2022,Stateless,XXA,Ireland,IRL,6,15
2022,Stateless,XXA,Italy,ITA,7,5
2022,Stateless,XXA,Jordan,JOR,0,64
2022,Stateless,XXA,Japan,JPN,9,0
2022,Stateless,XXA,Rep. of Korea,KOR,5,5
2022,Stateless,XXA,Lithuania,LTU,47,0
2022,Stateless,XXA,Luxembourg,LUX,116,0
2022,Stateless,XXA,Netherlands (Kingdom of the),NLD,2643,58
2022,Stateless,XXA,Norway,NOR,2192,91
2022,Stateless,XXA,New Zealand,NZL,5,0
2022,Stateless,XXA,Philippines,PHL,10,0
2022,Stateless,XXA,Poland,POL,120,5
2022,Stateless,XXA,Portugal,PRT,24,0
2022,Stateless,XXA,Romania,ROU,136,8
2022,Stateless,XXA,Russian Federation,RUS,29,5
2022,Stateless,XXA,Spain,ESP,6,10
2022,Stateless,XXA,Slovakia,SVK,9,0
2022,Stateless,XXA,Slovenia,SVN,12,0
2022,Stateless,XXA,Sweden,SWE,20991,483
2022,Stateless,XXA,Switzerland,CHE,860,5
2022,Stateless,XXA,Ukraine,UKR,73,0
2022,Saint Kitts and Nevis,KNA,Canada,CAN,10,5
2022,Saint Kitts and Nevis,KNA,United Kingdom of Great Britain and Northern Ireland,GBR,7,22
2022,Saint Kitts and Nevis,KNA,United States of America,USA,5,5
2022,Sao Tome and Principe,STP,Brazil,BRA,0,18
2022,Sao Tome and Principe,STP,France,FRA,5,0
2022,Sao Tome and Principe,STP,Gabon,GAB,6,0
2022,Sao Tome and Principe,STP,United States of America,USA,0,5
2022,Sudan,SDN,Algeria,DZA,34,79
2022,Sudan,SDN,Angola,AGO,279,1670
2022,Sudan,SDN,Egypt,EGY,25476,32761
2022,Sudan,SDN,Argentina,ARG,5,0
2022,Sudan,SDN,Australia,AUS,611,332
2022,Sudan,SDN,Austria,AUT,298,78
2022,Sudan,SDN,Belgium,BEL,296,160
2022,Sudan,SDN,Benin,BEN,30,11
2022,Sudan,SDN,Botswana,BWA,5,0
2022,Sudan,SDN,Brazil,BRA,86,104
2022,Sudan,SDN,Bulgaria,BGR,12,0
2022,Sudan,SDN,Canada,CAN,564,583
2022,Sudan,SDN,Central African Rep.,CAF,478,23
2022,Sudan,SDN,Chad,TCD,403846,2050
2022,Sudan,SDN,Cameroon,CMR,63,42
2022,Sudan,SDN,Congo,COG,32,47
2022,Sudan,SDN,Dem. Rep. of the Congo,COD,69,0
2022,Sudan,SDN,Cuba,CUB,7,0
2022,Sudan,SDN,Cyprus,CYP,14,9
2022,Sudan,SDN,Czechia,CZE,7,0
2022,Sudan,SDN,Denmark,DNK,43,10
2022,Sudan,SDN,Djibouti,DJI,10,0
2022,Sudan,SDN,Ecuador,ECU,5,0
2022,Sudan,SDN,Eritrea,ERI,99,0
2022,Sudan,SDN,Estonia,EST,15,0
2022,Sudan,SDN,Ethiopia,ETH,48020,666
2022,Sudan,SDN,Finland,FIN,56,6
2022,Sudan,SDN,France,FRA,24979,1124
2022,Sudan,SDN,Gabon,GAB,5,0
2022,Sudan,SDN,United Kingdom of Great Britain and Northern Ireland,GBR,11807,5369
2022,Sudan,SDN,Georgia,GEO,6,0
2022,Sudan,SDN,Germany,DEU,2108,862
2022,Sudan,SDN,Ghana,GHA,610,115
2022,Sudan,SDN,Greece,GRC,787,236
2022,Sudan,SDN,"China, Hong Kong SAR",HKG,5,0
2022,Sudan,SDN,Croatia,HRV,5,0
2022,Sudan,SDN,Hungary,HUN,62,0
2022,Sudan,SDN,Iceland,ISL,10,0
2022,Sudan,SDN,Cote d'Ivoire,CIV,9,0
2022,Sudan,SDN,India,IND,82,169
2022,Sudan,SDN,Indonesia,IDN,395,108
2022,Sudan,SDN,Ireland,IRL,220,80
2022,Sudan,SDN,Iraq,IRQ,98,865
2022,Sudan,SDN,Israel,ISR,490,4424
2022,Sudan,SDN,Italy,ITA,1095,485
2022,Sudan,SDN,Jordan,JOR,3336,1978
2022,Sudan,SDN,Japan,JPN,16,0
2022,Sudan,SDN,Kenya,KEN,5540,4900
2022,Sudan,SDN,Rep. of Korea,KOR,39,41
2022,Sudan,SDN,Kuwait,KWT,0,16
2022,Sudan,SDN,Liberia,LBR,11,0
2022,Sudan,SDN,Libya,LBY,1133,18694
2022,Sudan,SDN,Lebanon,LBN,769,1483
2022,Sudan,SDN,Sri Lanka,LKA,9,0
2022,Sudan,SDN,Luxembourg,LUX,78,25
2022,Sudan,SDN,Mauritania,MRT,13,37
2022,Sudan,SDN,Rep. of Moldova,MDA,9,0
2022,Sudan,SDN,Mexico,MEX,0,18
2022,Sudan,SDN,Mali,MLI,0,7
2022,Sudan,SDN,Malaysia,MYS,178,100
2022,Sudan,SDN,Morocco,MAR,244,1120
2022,Sudan,SDN,Mozambique,MOZ,5,31
2022,Sudan,SDN,Malta,MLT,226,155
2022,Sudan,SDN,Namibia,NAM,7,0
2022,Sudan,SDN,Netherlands (Kingdom of the),NLD,667,237
2022,Sudan,SDN,Niger,NER,960,1970
2022,Sudan,SDN,Nigeria,NGA,53,11
2022,Sudan,SDN,Norway,NOR,1331,15
2022,Sudan,SDN,New Zealand,NZL,9,0
2022,Sudan,SDN,Oman,OMN,0,5
2022,Sudan,SDN,Panama,PAN,5,0
2022,Sudan,SDN,Philippines,PHL,7,75
2022,Sudan,SDN,Papua New Guinea,PNG,10,0
2022,Sudan,SDN,Poland,POL,0,22
2022,Sudan,SDN,Portugal,PRT,98,9
2022,Sudan,SDN,Qatar,QAT,0,15
2022,Sudan,SDN,Romania,ROU,28,12
2022,Sudan,SDN,South Africa,ZAF,72,38
2022,Sudan,SDN,Russian Federation,RUS,5,0
2022,Sudan,SDN,Rwanda,RWA,120,86
2022,Sudan,SDN,Saudi Arabia,SAU,0,5
2022,Sudan,SDN,Somalia,SOM,0,11
2022,Sudan,SDN,Spain,ESP,833,190
2022,Sudan,SDN,Serbia and Kosovo: S/RES/1244 (1999),SRB,5,0
2022,Sudan,SDN,South Sudan,SSD,290740,19
2022,Sudan,SDN,Slovenia,SVN,6,0
2022,Sudan,SDN,Sweden,SWE,1060,56
2022,Sudan,SDN,Switzerland,CHE,554,24
2022,Sudan,SDN,Syrian Arab Rep.,SYR,727,77
2022,Sudan,SDN,United Rep. of Tanzania,TZA,0,6
2022,Sudan,SDN,Thailand,THA,0,5
2022,Sudan,SDN,Tunisia,TUN,205,292
2022,Sudan,SDN,United Arab Emirates,ARE,14,6
2022,Sudan,SDN,Uganda,UGA,2871,881
2022,Sudan,SDN,Ukraine,UKR,22,5
2022,Sudan,SDN,United States of America,USA,1363,1187
2022,Sudan,SDN,Yemen,YEM,111,506
2022,Sudan,SDN,Zambia,ZMB,28,0
2022,Sudan,SDN,Zimbabwe,ZWE,6,0
2022,Suriname,SUR,Belgium,BEL,0,20
2022,Suriname,SUR,Brazil,BRA,0,30
2022,Suriname,SUR,Canada,CAN,0,10
2022,Suriname,SUR,France,FRA,14,10
2022,Suriname,SUR,Mexico,MEX,0,12
2022,Suriname,SUR,Netherlands (Kingdom of the),NLD,0,7
2022,Suriname,SUR,United States of America,USA,12,58
2022,Slovakia,SVK,Canada,CAN,361,172
2022,Slovakia,SVK,France,FRA,130,0
2022,Slovakia,SVK,United Kingdom of Great Britain and Northern Ireland,GBR,0,5
2022,Slovakia,SVK,Germany,DEU,68,0
2022,Slovakia,SVK,United States of America,USA,0,36
2022,Slovenia,SVN,Brazil,BRA,0,13
2022,Slovenia,SVN,Canada,CAN,0,5
2022,Slovenia,SVN,Germany,DEU,7,0
2022,Slovenia,SVN,United States of America,USA,0,13
2022,Eswatini,SWZ,Australia,AUS,0,22
2022,Eswatini,SWZ,Canada,CAN,10,11
2022,Eswatini,SWZ,United Kingdom of Great Britain and Northern Ireland,GBR,49,7
2022,Eswatini,SWZ,Germany,DEU,5,5
2022,Eswatini,SWZ,Ireland,IRL,22,64
2022,Eswatini,SWZ,Portugal,PRT,25,0
2022,Eswatini,SWZ,South Africa,ZAF,6,0
2022,Eswatini,SWZ,Sweden,SWE,5,0
2022,Eswatini,SWZ,United States of America,USA,5,13
2022,Sweden,SWE,Australia,AUS,0,10
2022,Sweden,SWE,Brazil,BRA,0,8
2022,Sweden,SWE,Canada,CAN,5,19
2022,Sweden,SWE,United Kingdom of Great Britain and Northern Ireland,GBR,0,6
2022,Sweden,SWE,Germany,DEU,13,5
2022,Sweden,SWE,Rep. of Moldova,MDA,5,0
2022,Sweden,SWE,United States of America,USA,0,34
2022,Switzerland,CHE,Brazil,BRA,0,5
2022,Switzerland,CHE,Rep. of Moldova,MDA,8,0
2022,Switzerland,CHE,United States of America,USA,0,22
2022,Syrian Arab Rep.,SYR,Albania,ALB,23,0
2022,Syrian Arab Rep.,SYR,Algeria,DZA,7803,0
2022,Syrian Arab Rep.,SYR,Angola,AGO,0,5
2022,Syrian Arab Rep.,SYR,Egypt,EGY,145658,0
2022,Syrian Arab Rep.,SYR,Argentina,ARG,450,110
2022,Syrian Arab Rep.,SYR,Armenia,ARM,4888,24
2022,Syrian Arab Rep.,SYR,Australia,AUS,536,81
2022,Syrian Arab Rep.,SYR,Austria,AUT,73923,17244
2022,Syrian Arab Rep.,SYR,Azerbaijan,AZE,35,0
2022,Syrian Arab Rep.,SYR,Bahrain,BHR,5,0
2022,Syrian Arab Rep.,SYR,Belgium,BEL,17808,2495
2022,Syrian Arab Rep.,SYR,Benin,BEN,41,11
2022,Syrian Arab Rep.,SYR,Burkina Faso,BFA,0,5
2022,Syrian Arab Rep.,SYR,Belarus,BLR,49,17
2022,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,22,0
2022,Syrian Arab Rep.,SYR,Brazil,BRA,3969,3840
2022,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,25,7
2022,Syrian Arab Rep.,SYR,Bulgaria,BGR,23726,5695
2022,Syrian Arab Rep.,SYR,Canada,CAN,512,500
2022,Syrian Arab Rep.,SYR,Chad,TCD,50,27
2022,Syrian Arab Rep.,SYR,China,CHN,37,7
2022,Syrian Arab Rep.,SYR,Chile,CHL,113,31
2022,Syrian Arab Rep.,SYR,Cameroon,CMR,5,10
2022,Syrian Arab Rep.,SYR,Congo,COG,9,9
2022,Syrian Arab Rep.,SYR,Dem. Rep. of the Congo,COD,12,18
2022,Syrian Arab Rep.,SYR,Colombia,COL,13,5
2022,Syrian Arab Rep.,SYR,Costa Rica,CRI,6,34
2022,Syrian Arab Rep.,SYR,Cuba,CUB,27,8
2022,Syrian Arab Rep.,SYR,Cyprus,CYP,10902,9504
2022,Syrian Arab Rep.,SYR,Czechia,CZE,341,6
2022,Syrian Arab Rep.,SYR,Denmark,DNK,19153,306
2022,Syrian Arab Rep.,SYR,Djibouti,DJI,10,0
2022,Syrian Arab Rep.,SYR,Dominican Rep.,DOM,5,0
2022,Syrian Arab Rep.,SYR,Ecuador,ECU,153,5
2022,Syrian Arab Rep.,SYR,Estonia,EST,107,0
2022,Syrian Arab Rep.,SYR,Ethiopia,ETH,69,599
2022,Syrian Arab Rep.,SYR,Finland,FIN,2594,154
2022,Syrian Arab Rep.,SYR,France,FRA,40339,992
2022,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,12682,7372
2022,Syrian Arab Rep.,SYR,Georgia,GEO,448,20
2022,Syrian Arab Rep.,SYR,Germany,DEU,522575,54218
2022,Syrian Arab Rep.,SYR,Ghana,GHA,243,78
2022,Syrian Arab Rep.,SYR,Greece,GRC,42827,2520
2022,Syrian Arab Rep.,SYR,Guinea,GIN,14,0
2022,Syrian Arab Rep.,SYR,Croatia,HRV,550,44
2022,Syrian Arab Rep.,SYR,Hungary,HUN,819,0
2022,Syrian Arab Rep.,SYR,Iceland,ISL,256,9
2022,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,148,9
2022,Syrian Arab Rep.,SYR,India,IND,71,74
2022,Syrian Arab Rep.,SYR,Indonesia,IDN,19,25
2022,Syrian Arab Rep.,SYR,Ireland,IRL,2520,87
2022,Syrian Arab Rep.,SYR,Iraq,IRQ,257439,0
2022,Syrian Arab Rep.,SYR,Italy,ITA,3578,911
2022,Syrian Arab Rep.,SYR,Jordan,JOR,660892,0
2022,Syrian Arab Rep.,SYR,Japan,JPN,309,0
2022,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,13,5
2022,Syrian Arab Rep.,SYR,Kenya,KEN,5,5
2022,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,61,11
2022,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,1261,59
2022,Syrian Arab Rep.,SYR,Kuwait,KWT,165,88
2022,Syrian Arab Rep.,SYR,Liberia,LBR,40,40
2022,Syrian Arab Rep.,SYR,Libya,LBY,424,14038
2022,Syrian Arab Rep.,SYR,Lebanon,LBN,814715,0
2022,Syrian Arab Rep.,SYR,Liechtenstein,LIE,34,0
2022,Syrian Arab Rep.,SYR,Lithuania,LTU,488,5
2022,Syrian Arab Rep.,SYR,Luxembourg,LUX,2912,940
2022,Syrian Arab Rep.,SYR,Latvia,LVA,318,12
2022,Syrian Arab Rep.,SYR,Madagascar,MDG,5,0
2022,Syrian Arab Rep.,SYR,Mauritania,MRT,378,200
2022,Syrian Arab Rep.,SYR,North Macedonia,MKD,0,6
2022,Syrian Arab Rep.,SYR,Monaco,MCO,5,0
2022,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,203,30
2022,Syrian Arab Rep.,SYR,Mexico,MEX,38,42
2022,Syrian Arab Rep.,SYR,Mali,MLI,24,452
2022,Syrian Arab Rep.,SYR,Malaysia,MYS,409,2399
2022,Syrian Arab Rep.,SYR,Morocco,MAR,5511,5
2022,Syrian Arab Rep.,SYR,Mozambique,MOZ,0,6
2022,Syrian Arab Rep.,SYR,Malta,MLT,1988,361
2022,Syrian Arab Rep.,SYR,Netherlands (Kingdom of the),NLD,45141,11977
2022,Syrian Arab Rep.,SYR,Niger,NER,5,10
2022,Syrian Arab Rep.,SYR,Nigeria,NGA,515,734
2022,Syrian Arab Rep.,SYR,Norway,NOR,15964,1289
2022,Syrian Arab Rep.,SYR,New Zealand,NZL,60,0
2022,Syrian Arab Rep.,SYR,Oman,OMN,8,6
2022,Syrian Arab Rep.,SYR,Pakistan,PAK,50,23
2022,Syrian Arab Rep.,SYR,Panama,PAN,5,0
2022,Syrian Arab Rep.,SYR,Paraguay,PRY,79,17
2022,Syrian Arab Rep.,SYR,Peru,PER,47,15
2022,Syrian Arab Rep.,SYR,Philippines,PHL,141,61
2022,Syrian Arab Rep.,SYR,Poland,POL,280,28
2022,Syrian Arab Rep.,SYR,Portugal,PRT,918,15
2022,Syrian Arab Rep.,SYR,Qatar,QAT,30,0
2022,Syrian Arab Rep.,SYR,Romania,ROU,2332,284
2022,Syrian Arab Rep.,SYR,South Africa,ZAF,36,7
2022,Syrian Arab Rep.,SYR,Russian Federation,RUS,194,58
2022,Syrian Arab Rep.,SYR,Rwanda,RWA,5,0
2022,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,293,3653
2022,Syrian Arab Rep.,SYR,Somalia,SOM,1121,111
2022,Syrian Arab Rep.,SYR,Spain,ESP,16191,640
2022,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,47,0
2022,Syrian Arab Rep.,SYR,Sudan,SDN,93478,0
2022,Syrian Arab Rep.,SYR,Slovakia,SVK,55,5
2022,Syrian Arab Rep.,SYR,Slovenia,SVN,340,0
2022,Syrian Arab Rep.,SYR,Sweden,SWE,111199,1233
2022,Syrian Arab Rep.,SYR,Switzerland,CHE,20330,464
2022,Syrian Arab Rep.,SYR,United Rep. of Tanzania,TZA,10,26
2022,Syrian Arab Rep.,SYR,Thailand,THA,208,6
2022,Syrian Arab Rep.,SYR,Togo,TGO,19,21
2022,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,50,43
2022,Syrian Arab Rep.,SYR,Tunisia,TUN,2497,0
2022,Syrian Arab Rep.,SYR,Türkiye,TUR,3535898,0
2022,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,475,6476
2022,Syrian Arab Rep.,SYR,Uganda,UGA,28,5
2022,Syrian Arab Rep.,SYR,Ukraine,UKR,517,16
2022,Syrian Arab Rep.,SYR,Uruguay,URY,66,6
2022,Syrian Arab Rep.,SYR,United States of America,USA,8807,3137
2022,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,33,0
2022,Syrian Arab Rep.,SYR,Yemen,YEM,2520,419
2022,Syrian Arab Rep.,SYR,Zambia,ZMB,21,11
2022,United Rep. of Tanzania,TZA,Angola,AGO,5,0
2022,United Rep. of Tanzania,TZA,Egypt,EGY,5,0
2022,United Rep. of Tanzania,TZA,Australia,AUS,10,37
2022,United Rep. of Tanzania,TZA,Austria,AUT,5,5
2022,United Rep. of Tanzania,TZA,Belgium,BEL,32,40
2022,United Rep. of Tanzania,TZA,Brazil,BRA,9,73
2022,United Rep. of Tanzania,TZA,Canada,CAN,184,168
2022,United Rep. of Tanzania,TZA,Finland,FIN,8,5
2022,United Rep. of Tanzania,TZA,France,FRA,32,20
2022,United Rep. of Tanzania,TZA,United Kingdom of Great Britain and Northern Ireland,GBR,119,109
2022,United Rep. of Tanzania,TZA,Germany,DEU,65,286
2022,United Rep. of Tanzania,TZA,Greece,GRC,13,7
2022,United Rep. of Tanzania,TZA,India,IND,0,12
2022,United Rep. of Tanzania,TZA,Indonesia,IDN,0,5
2022,United Rep. of Tanzania,TZA,Ireland,IRL,5,6
2022,United Rep. of Tanzania,TZA,Israel,ISR,0,8
2022,United Rep. of Tanzania,TZA,Italy,ITA,0,10
2022,United Rep. of Tanzania,TZA,Kenya,KEN,17,121
2022,United Rep. of Tanzania,TZA,Rep. of Korea,KOR,0,115
2022,United Rep. of Tanzania,TZA,Luxembourg,LUX,0,5
2022,United Rep. of Tanzania,TZA,Malawi,MWI,0,5
2022,United Rep. of Tanzania,TZA,Mozambique,MOZ,5,0
2022,United Rep. of Tanzania,TZA,Namibia,NAM,0,5
2022,United Rep. of Tanzania,TZA,Netherlands (Kingdom of the),NLD,29,10
2022,United Rep. of Tanzania,TZA,Pakistan,PAK,0,5
2022,United Rep. of Tanzania,TZA,Poland,POL,0,5
2022,United Rep. of Tanzania,TZA,Portugal,PRT,15,0
2022,United Rep. of Tanzania,TZA,South Africa,ZAF,28,235
2022,United Rep. of Tanzania,TZA,Somalia,SOM,0,139
2022,United Rep. of Tanzania,TZA,Eswatini,SWZ,0,5
2022,United Rep. of Tanzania,TZA,Sweden,SWE,68,38
2022,United Rep. of Tanzania,TZA,Switzerland,CHE,14,5
2022,United Rep. of Tanzania,TZA,Thailand,THA,5,0
2022,United Rep. of Tanzania,TZA,Uganda,UGA,22,0
2022,United Rep. of Tanzania,TZA,United States of America,USA,91,432
2022,Turks and Caicos Islands,TCA,Ireland,IRL,5,0
2022,Turks and Caicos Islands,TCA,Mali,MLI,0,6
2022,Turks and Caicos Islands,TCA,United States of America,USA,14,5
2022,Thailand,THA,Australia,AUS,23,2243
2022,Thailand,THA,Austria,AUT,0,5
2022,Thailand,THA,Brazil,BRA,0,41
2022,Thailand,THA,Canada,CAN,10,18
2022,Thailand,THA,Denmark,DNK,5,6
2022,Thailand,THA,France,FRA,18,11
2022,Thailand,THA,United Kingdom of Great Britain and Northern Ireland,GBR,33,213
2022,Thailand,THA,Georgia,GEO,0,5
2022,Thailand,THA,Germany,DEU,36,23
2022,Thailand,THA,Israel,ISR,0,5
2022,Thailand,THA,Italy,ITA,0,8
2022,Thailand,THA,Rep. of Korea,KOR,10,83
2022,Thailand,THA,Malaysia,MYS,25,17
2022,Thailand,THA,New Zealand,NZL,6,0
2022,Thailand,THA,Philippines,PHL,5,0
2022,Thailand,THA,South Africa,ZAF,0,10
2022,Thailand,THA,Sweden,SWE,5,10
2022,Thailand,THA,United States of America,USA,25,505
2022,Tibetan,TIB,Australia,AUS,10,0
2022,Tibetan,TIB,Belgium,BEL,5,0
2022,Tibetan,TIB,Nepal,NPL,12540,0
2022,Tibetan,TIB,Spain,ESP,5,0
2022,Tajikistan,TJK,Afghanistan,AFG,0,6
2022,Tajikistan,TJK,Egypt,EGY,16,5
2022,Tajikistan,TJK,Austria,AUT,267,51
2022,Tajikistan,TJK,Belgium,BEL,17,25
2022,Tajikistan,TJK,Belarus,BLR,10,0
2022,Tajikistan,TJK,Canada,CAN,15,27
2022,Tajikistan,TJK,Cyprus,CYP,0,5
2022,Tajikistan,TJK,Czechia,CZE,5,0
2022,Tajikistan,TJK,Denmark,DNK,5,0
2022,Tajikistan,TJK,Finland,FIN,10,5
2022,Tajikistan,TJK,France,FRA,167,52
2022,Tajikistan,TJK,United Kingdom of Great Britain and Northern Ireland,GBR,19,300
2022,Tajikistan,TJK,Georgia,GEO,5,6
2022,Tajikistan,TJK,Germany,DEU,1424,1256
2022,Tajikistan,TJK,Greece,GRC,5,0
2022,Tajikistan,TJK,Iceland,ISL,5,0
2022,Tajikistan,TJK,India,IND,0,5
2022,Tajikistan,TJK,Israel,ISR,0,5
2022,Tajikistan,TJK,Italy,ITA,5,0
2022,Tajikistan,TJK,Jordan,JOR,0,15
2022,Tajikistan,TJK,Kyrgyzstan,KGZ,0,27
2022,Tajikistan,TJK,Rep. of Korea,KOR,0,61
2022,Tajikistan,TJK,Lithuania,LTU,87,23
2022,Tajikistan,TJK,Luxembourg,LUX,0,5
2022,Tajikistan,TJK,Latvia,LVA,14,0
2022,Tajikistan,TJK,Rep. of Moldova,MDA,37,21
2022,Tajikistan,TJK,Mexico,MEX,0,13
2022,Tajikistan,TJK,Netherlands (Kingdom of the),NLD,73,50
2022,Tajikistan,TJK,Norway,NOR,12,5
2022,Tajikistan,TJK,Pakistan,PAK,7,0
2022,Tajikistan,TJK,Poland,POL,233,82
2022,Tajikistan,TJK,Portugal,PRT,5,0
2022,Tajikistan,TJK,Romania,ROU,6,0
2022,Tajikistan,TJK,Russian Federation,RUS,30,19
2022,Tajikistan,TJK,Spain,ESP,16,0
2022,Tajikistan,TJK,Sweden,SWE,79,67
2022,Tajikistan,TJK,Switzerland,CHE,32,9
2022,Tajikistan,TJK,Trinidad and Tobago,TTO,0,11
2022,Tajikistan,TJK,Ukraine,UKR,17,37
2022,Tajikistan,TJK,United States of America,USA,320,1453
2022,Turkmenistan,TKM,Egypt,EGY,5,0
2022,Turkmenistan,TKM,Austria,AUT,9,0
2022,Turkmenistan,TKM,Belgium,BEL,11,5
2022,Turkmenistan,TKM,Brazil,BRA,0,5
2022,Turkmenistan,TKM,Bulgaria,BGR,36,0
2022,Turkmenistan,TKM,Canada,CAN,7,0
2022,Turkmenistan,TKM,Cyprus,CYP,0,12
2022,Turkmenistan,TKM,Czechia,CZE,7,0
2022,Turkmenistan,TKM,Denmark,DNK,5,0
2022,Turkmenistan,TKM,Estonia,EST,5,0
2022,Turkmenistan,TKM,Finland,FIN,5,0
